,index,action,adventure,animation,children,comedy,crime,date,documentary,drama,fantasy,horror,id,musical,mystery,noir,romance,scifi,thriller,title,war,western,Unnamed: 0,dates,domestic gross,production budget,title,worldwide gross
126,Barcelona (1994),0,0,0,0,1,0,1-Jan-94,0,0,0,0,702,0,0,0,1,0,0,Barcelona,,,126,7/31/15,"$195,042,377","$150,000,000", Mission: Impossible - Rogue Nation,"$700,868,363"
127,Basic Instinct (1992),0,0,0,0,0,0,1-Jan-92,0,0,0,0,159,0,1,0,0,0,1,Basic Instinct,,,127,5/6/11,"$181,030,624","$150,000,000", Thor,"$449,326,618"
128,"Basketball Diaries, The (1995)",0,0,0,0,0,0,1-Jan-95,0,1,0,0,697,0,0,0,0,0,0,"Basketball Diaries, The",,,128,11/7/08,"$180,010,950","$150,000,000", Madagascar: Escape 2 Africa,"$599,516,844"
129,Basquiat (1996),0,0,0,0,0,0,16-Aug-96,0,1,0,0,1010,0,0,0,0,0,0,Basquiat,,,129,5/1/09,"$179,883,157","$150,000,000", X-Men Origins: Wolverine,"$374,825,760"
130,Bastard Out of Carolina (1996),0,0,0,0,0,0,15-Dec-96,0,1,0,0,454,0,0,0,0,0,0,Bastard Out of Carolina,,,130,5/22/09,"$177,243,721","$150,000,000", Night at the Museum: Battle of the Smithsonian,"$402,231,063"
131,Batman & Robin (1997),1,1,0,0,0,1,20-Jun-97,0,0,0,0,254,0,0,0,0,0,0,Batman & Robin,,,131,5/26/11,"$165,249,063","$150,000,000", Kung Fu Panda 2,"$664,837,547"
132,Batman (1989),1,1,0,0,0,1,1-Jan-89,0,1,0,0,403,0,0,0,0,0,0,Batman,,,132,5/15/15,"$153,636,354","$150,000,000", Mad Max: Fury Road,"$373,136,354"
133,Batman Forever (1995),1,1,0,0,1,1,1-Jan-95,0,0,0,0,29,0,0,0,0,0,0,Batman Forever,,,133,11/5/03,"$139,259,759","$150,000,000", The Matrix Revolutions,"$427,289,109"
134,Batman Returns (1992),1,1,0,0,1,1,1-Jan-92,0,0,0,0,231,0,0,0,0,0,0,Batman Returns,,,134,5/5/06,"$133,501,348","$150,000,000", Mission: Impossible III,"$397,501,348"
135,Baton Rouge (1988),0,0,0,0,0,0,1-Jan-88,0,0,0,0,1579,0,0,0,0,0,1,Baton Rouge,,,135,5/15/09,"$133,375,846","$150,000,000", Angels & Demons,"$490,875,846"
136,Bean (1997),0,0,0,0,1,0,1-Jan-97,0,0,0,0,338,0,0,0,0,0,0,Bean,,,136,5/14/04,"$133,298,577","$150,000,000", Troy,"$484,161,265"
137,"Beans of Egypt, Maine, The (1994)",0,0,0,0,0,0,1-Jan-94,0,1,0,0,1541,0,0,0,0,0,0,"Beans of Egypt, Maine, The",,,137,7/1/10,"$131,772,187","$150,000,000", The Last Airbender,"$319,713,881"
138,Beat the Devil (1954),0,0,0,0,1,0,1-Jan-54,0,1,0,0,1456,0,0,0,0,0,0,Beat the Devil,,,138,11/2/07,"$126,631,277","$150,000,000", Bee Movie,"$287,594,577"
139,"Beautician and the Beast, The (1997)",0,0,0,0,1,0,7-Feb-97,0,0,0,0,988,0,0,0,1,0,0,"Beautician and the Beast, The",,,139,7/24/09,"$119,436,770","$150,000,000", G-Force,"$292,817,841"
140,Beautiful Girls (1996),0,0,0,0,0,0,9-Feb-96,0,1,0,0,762,0,0,0,0,0,0,Beautiful Girls,,,140,11/21/08,"$114,053,759","$150,000,000", Bolt,"$328,015,209"
141,Beautiful Thing (1996),0,0,0,0,0,0,9-Oct-96,0,1,0,0,1137,0,0,0,1,0,0,Beautiful Thing,,,141,3/30/12,"$83,670,083","$150,000,000", Wrath of the Titans,"$305,270,083"
142,Beauty and the Beast (1991),0,0,1,1,0,0,1-Jan-91,0,0,0,0,588,1,0,0,0,0,0,Beauty and the Beast,,,142,11/16/07,"$82,195,215","$150,000,000", Beowulf,"$194,995,215"
143,Beavis and Butt-head Do America (1996),0,0,1,0,1,0,20-Dec-96,0,0,0,0,240,0,0,0,0,0,0,Beavis and Butt-head Do America,,,143,5/11/12,"$79,727,149","$150,000,000", Dark Shadows,"$238,202,668"
144,Bed of Roses (1996),0,0,0,0,0,0,1-Jan-96,0,1,0,0,278,0,0,0,1,0,0,Bed of Roses,,,144,6/28/13,"$73,103,784","$150,000,000", White House Down,"$205,440,387"
145,Bedknobs and Broomsticks (1971),0,1,0,1,0,0,1-Jan-71,0,0,0,0,142,1,0,0,0,0,0,Bedknobs and Broomsticks,,,145,2/12/10,"$62,189,884","$150,000,000", The Wolfman,"$142,634,358"
146,Before Sunrise (1995),0,0,0,0,0,0,1-Jan-95,0,1,0,0,955,0,0,0,1,0,0,Before Sunrise,,,146,10/9/15,"$35,088,320","$150,000,000", Pan,"$123,888,320"
147,Before and After (1996),0,0,0,0,0,0,23-Feb-96,0,1,0,0,1284,0,1,0,0,0,0,Before and After,,,147,3/11/11,"$21,392,758","$150,000,000", Mars Needs Moms,"$39,549,758"
148,Before the Rain (Pred dozhdot) (1994),0,0,0,0,0,0,1-Jan-94,0,1,0,0,1193,0,0,0,0,0,0,Before the Rain (Pred dozhdot),,,148,12/21/16,$0,"$150,000,000", Passengers,$0
149,Being Human (1993),0,0,0,0,0,0,1-Jan-93,0,1,0,0,1539,0,0,0,0,0,0,Being Human,,,149,7/22/16,$0,"$150,000,000", Star Trek Beyond,$0
150,Being There (1979),0,0,0,0,1,0,1-Jan-79,0,0,0,0,663,0,0,0,0,0,0,Being There,,,150,11/3/06,"$64,665,672","$149,000,000", Flushed Away,"$179,357,126"
151,"Believers, The (1987)",0,0,0,0,0,0,1-Jan-87,0,0,0,1,860,0,0,0,0,0,1,"Believers, The",,,151,6/8/12,"$216,391,482","$145,000,000", Madagascar 3: Europe's Most Wanted,"$746,921,271"
152,Belle de jour (1967),0,0,0,0,0,0,1-Jan-67,0,1,0,0,30,0,0,0,0,0,0,Belle de jour,,,152,12/16/11,"$209,397,903","$145,000,000", Mission: Impossible‰ÛÓGhost Protocol,"$694,713,230"
153,Ben-Hur (1959),1,1,0,0,0,0,1-Jan-59,0,1,0,0,526,0,0,0,0,0,0,Ben-Hur,,,153,6/13/14,"$177,002,924","$145,000,000", How to Train Your Dragon 2,"$616,102,924"
154,Benny & Joon (1993),0,0,0,0,1,0,1-Jan-93,0,0,0,0,747,0,0,0,1,0,0,Benny & Joon,,,154,6/16/99,"$171,091,819","$145,000,000", Tarzan,"$448,191,819"
155,Bent (1997),0,0,0,0,0,0,18-Dec-97,0,1,0,0,891,0,0,0,0,0,0,Bent,,,155,3/7/14,"$111,506,430","$145,000,000", Mr. Peabody & Sherman,"$269,806,430"
156,Best Men (1997),1,0,0,0,1,1,1-Sep-97,0,1,0,0,1138,0,0,0,0,0,0,Best Men,,,156,11/21/12,"$103,412,758","$145,000,000", Rise of the Guardians,"$306,900,902"
157,Best of the Best 3: No Turning Back (1995),1,0,0,0,0,0,1-Jan-95,0,0,0,0,1250,0,0,0,0,0,0,Best of the Best 3: No Turning Back,,,157,4/8/05,"$68,671,925","$145,000,000", Sahara,"$121,671,925"
158,Better Off Dead... (1985),0,0,0,0,1,0,1-Jan-85,0,0,0,0,710,0,0,0,0,0,0,Better Off Dead...,,,158,11/22/02,"$160,942,139","$142,000,000", Die Another Day,"$431,942,139"
159,"Beverly Hillbillies, The (1993)",0,0,0,0,1,0,1-Jan-93,0,0,0,0,1030,0,0,0,0,0,0,"Beverly Hillbillies, The",,,159,5/8/09,"$257,730,019","$140,000,000", Star Trek,"$385,680,446"
160,Beverly Hills Cop III (1994),1,0,0,0,1,0,1-Jan-94,0,0,0,0,388,0,0,0,0,0,0,Beverly Hills Cop III,,,160,7/1/98,"$201,578,182","$140,000,000", Armageddon,"$554,600,000"
161,Beverly Hills Ninja (1997),1,0,0,0,1,0,17-Jan-97,0,0,0,0,456,0,0,0,0,0,0,Beverly Hills Ninja,,,161,7/3/02,"$190,418,803","$140,000,000", Men in Black 2,"$441,767,803"
162,"Bewegte Mann, Der (1994)",0,0,0,0,1,0,12-Jul-96,0,0,0,0,1504,0,0,0,0,0,0,"Bewegte Mann, Der",,,162,7/22/11,"$176,654,505","$140,000,000", Captain America: The First Avenger,"$370,569,776"
163,Beyond Bedlam (1993),0,0,0,0,0,0,1-Jan-93,0,1,0,1,784,0,0,0,0,0,0,Beyond Bedlam,,,163,1/29/16,"$143,489,756","$140,000,000", Kung Fu Panda 3,"$518,589,756"
164,Beyond Rangoon (1995),0,0,0,0,0,0,1-Jan-95,0,1,0,0,1107,0,0,0,0,0,0,Beyond Rangoon,,,164,7/10/98,"$130,444,603","$140,000,000", Lethal Weapon 4,"$285,400,000"
165,Bhaji on the Beach (1993),0,0,0,0,1,0,1-Jan-93,0,1,0,0,1475,0,0,0,0,0,0,Bhaji on the Beach,,,165,3/27/13,"$122,523,060","$140,000,000", G.I. Joe: Retaliation,"$375,740,705"
166,"Big Bang Theory, The (1994)",0,0,0,0,0,1,1-Jan-94,0,0,0,0,1235,0,0,0,0,0,0,"Big Bang Theory, The",,,166,12/5/03,"$111,110,575","$140,000,000", The Last Samurai,"$456,810,575"
167,"Big Blue, The (Grand bleu, Le) (1988)",0,1,0,0,0,0,1-Jan-88,0,0,0,0,947,0,0,0,1,0,0,"Big Blue, The (Grand bleu, Le)",,,167,12/21/05,"$110,550,000","$140,000,000", Fun With Dick And Jane,"$203,018,919"
168,Big Bully (1996),0,0,0,0,1,0,1-Jan-96,0,1,0,0,1165,0,0,0,0,0,0,Big Bully,,,168,12/12/14,"$65,014,513","$140,000,000", Exodus: Gods and Kings,"$268,314,513"
169,"Big Green, The (1995)",0,0,0,1,1,0,1-Jan-95,0,0,0,0,996,0,0,0,0,0,0,"Big Green, The",,,169,2/26/16,"$31,153,464","$140,000,000", Gods of Egypt,"$133,553,464"
170,"Big Lebowski, The (1998)",0,0,0,0,1,1,26-Dec-97,0,0,0,0,902,0,1,0,0,0,1,"Big Lebowski, The",,,170,7/1/16,"$22,716,809","$140,000,000", The BFG,"$26,796,058"
171,Big Night (1996),0,0,0,0,0,0,20-Sep-96,0,1,0,0,137,0,0,0,0,0,0,Big Night,,,171,5/3/02,"$403,706,375","$139,000,000", Spider-Man,"$821,706,375"
172,"Big One, The (1997)",0,0,0,0,1,0,27-Mar-98,1,0,0,0,1649,0,0,0,0,0,0,"Big One, The",,,172,3/6/09,"$107,509,799","$138,000,000", Watchmen,"$184,068,357"
173,"Big Sleep, The (1946)",0,0,0,0,0,0,1-Jan-46,0,0,0,0,525,0,1,1,0,0,0,"Big Sleep, The",,,173,7/29/05,"$32,116,746","$138,000,000", Stealth,"$76,416,746"
174,"Big Squeeze, The (1996)",0,0,0,0,1,0,6-Sep-96,0,1,0,0,598,0,0,0,0,0,0,"Big Squeeze, The",,,174,6/13/08,"$134,806,913","$137,500,000", The Incredible Hulk,"$263,417,913"
175,Billy Madison (1995),0,0,0,0,1,0,1-Jan-95,0,0,0,0,41,0,0,0,0,0,0,Billy Madison,,,175,6/20/03,"$132,177,234","$137,000,000", Hulk,"$245,229,234"
176,Bio-Dome (1996),0,0,0,0,1,0,1-Jan-96,0,0,0,0,368,0,0,0,0,0,0,Bio-Dome,,,176,7/11/01,"$32,131,830","$137,000,000", Final Fantasy: The Spirits Within,"$85,131,830"
177,Bird of Prey (1996),1,0,0,0,0,0,4-Oct-96,0,0,0,0,1364,0,0,0,0,0,0,Bird of Prey,,,177,11/16/12,"$292,324,737","$136,200,000"," The Twilight Saga: Breaking Dawn, Part 2","$829,724,737"
178,"Birdcage, The (1996)",0,0,0,0,1,0,8-Mar-96,0,0,0,0,25,0,0,0,0,0,0,"Birdcage, The",,,178,10/1/12,"$187,168,425","$135,000,000", The Croods,"$573,068,425"
179,"Birds, The (1963)",0,0,0,0,0,0,1-Jan-63,0,0,0,1,443,0,0,0,0,0,0,"Birds, The",,,179,12/25/15,"$183,637,894","$135,000,000", The Revenant,"$532,037,894"
180,Bitter Moon (1992),0,0,0,0,0,0,1-Jan-92,0,1,0,0,1268,0,0,0,0,0,0,Bitter Moon,,,180,11/19/99,"$126,930,660","$135,000,000", The World is Not Enough,"$361,730,660"
181,Bitter Sugar (Azucar Amargo) (1996),0,0,0,0,0,0,22-Nov-96,0,1,0,0,1639,0,0,0,0,0,0,Bitter Sugar (Azucar Amargo),,,181,3/4/11,"$123,257,581","$135,000,000", Rango,"$245,504,574"
182,Black Beauty (1994),0,1,0,1,0,0,1-Jan-94,0,0,0,0,389,0,0,0,0,0,0,Black Beauty,,,182,11/14/03,"$93,926,386","$135,000,000", Master and Commander: The Far Side of the World,"$212,912,137"
183,Black Sheep (1996),0,0,0,0,1,0,2-Feb-96,0,0,0,0,369,0,0,0,0,0,0,Black Sheep,,,183,7/17/13,"$83,028,130","$135,000,000", Turbo,"$286,896,578"
184,Blade Runner (1982),0,0,0,0,0,0,1-Jan-82,0,0,0,0,89,0,0,1,0,1,0,Blade Runner,,,184,6/3/16,"$79,845,875","$135,000,000", Teenage Mutant Ninja Turtles: Out of the Shadows,"$189,045,875"
185,Blink (1994),0,0,0,0,0,0,1-Jan-94,0,0,0,0,1248,0,0,0,0,0,1,Blink,,,185,11/18/11,"$64,006,466","$135,000,000", Happy Feet Two,"$157,956,466"
186,Bliss (1997),0,0,0,0,0,0,6-Jun-97,0,1,0,0,1173,0,0,0,1,0,0,Bliss,,,186,7/28/06,"$63,478,838","$135,000,000", Miami Vice,"$163,818,556"
187,"Blob, The (1958)",0,0,0,0,0,0,1-Jan-58,0,0,0,1,444,0,0,0,0,1,0,"Blob, The",,,187,6/29/05,"$234,280,354","$132,000,000", War of the Worlds,"$606,836,535"
188,Blood & Wine (1997),0,0,0,0,0,0,15-Nov-96,0,1,0,0,985,0,0,0,0,0,0,Blood & Wine,,,188,11/26/14,"$83,350,911","$132,000,000", Penguins of Madagascar,"$367,650,911"
189,Blood Beach (1981),1,0,0,0,0,0,1-Jan-81,0,0,0,1,668,0,0,0,0,0,0,Blood Beach,,,189,11/22/13,"$424,668,047","$130,000,000", The Hunger Games: Catching Fire,"$864,868,047"
190,Blood For Dracula (Andy Warhol's Dracula) (1974),0,0,0,0,0,0,1-Jan-74,0,0,0,1,666,0,0,0,0,0,0,Blood For Dracula (Andy Warhol's Dracula),,,190,6/4/04,"$249,538,952","$130,000,000", Harry Potter and the Prisoner of Azkaban,"$796,688,549"
191,Bloodsport 2 (1995),1,0,0,0,0,0,1-Mar-96,0,0,0,0,1087,0,0,0,0,0,0,Bloodsport 2,,,191,8/3/07,"$227,471,070","$130,000,000", The Bourne Ultimatum,"$442,161,562"
192,"Bloody Child, The (1996)",0,0,0,0,0,0,26-Oct-96,0,1,0,0,852,0,0,0,0,0,1,"Bloody Child, The",,,192,6/6/08,"$215,434,591","$130,000,000", Kung Fu Panda,"$631,910,531"
193,Blown Away (1994),1,0,0,0,0,0,1-Jan-94,0,0,0,0,572,0,0,0,0,0,1,Blown Away,,,193,7/17/15,"$180,202,163","$130,000,000", Ant-Man,"$518,602,163"
194,"Blue Angel, The (Blaue Engel, Der) (1930)",0,0,0,0,0,0,1-Jan-30,0,1,0,0,617,0,0,0,0,0,0,"Blue Angel, The (Blaue Engel, Der)",,,194,3/27/15,"$177,397,510","$130,000,000", Home,"$386,085,953"
195,Blue Chips (1994),0,0,0,0,0,0,1-Jan-94,0,1,0,0,1145,0,0,0,0,0,0,Blue Chips,,,195,10/28/11,"$149,260,504","$130,000,000", Puss in Boots,"$554,987,477"
196,Blue Sky (1994),0,0,0,0,0,0,1-Jan-94,0,1,0,0,1211,0,0,0,1,0,0,Blue Sky,,,196,11/5/10,"$148,415,853","$130,000,000", Megamind,"$321,887,208"
197,Blue in the Face (1995),0,0,0,0,1,0,1-Jan-95,0,0,0,0,952,0,0,0,0,0,0,Blue in the Face,,,197,7/18/03,"$138,540,870","$130,000,000", Bad Boys II,"$273,271,982"
198,Blues Brothers 2000 (1998),1,0,0,0,1,0,6-Feb-98,0,0,0,0,362,1,0,0,0,0,0,Blues Brothers 2000,,,198,4/11/14,"$131,538,435","$130,000,000", Rio 2,"$493,738,435"
199,"Blues Brothers, The (1980)",1,0,0,0,1,0,1-Jan-80,0,0,0,0,186,1,0,0,0,0,0,"Blues Brothers, The",,,199,7/23/10,"$118,311,368","$130,000,000", Salt,"$290,650,494"
200,Bob Roberts (1992),0,0,0,0,1,0,1-Jan-92,0,0,0,0,425,0,0,0,0,0,0,Bob Roberts,,,200,3/28/14,"$101,200,044","$130,000,000", Noah,"$352,831,065"
201,Body Parts (1991),0,0,0,0,0,0,1-Jan-91,0,0,0,1,669,0,0,0,0,0,0,Body Parts,,,201,12/21/11,"$77,591,831","$130,000,000", The Adventures of Tintin,"$373,993,951"
202,"Body Snatcher, The (1945)",0,0,0,0,0,0,1-Jan-45,0,0,0,1,445,0,0,0,0,0,0,"Body Snatcher, The",,,202,5/31/13,"$60,522,097","$130,000,000", After Earth,"$251,499,665"
203,Body Snatchers (1993),0,0,0,0,0,0,1-Jan-93,0,0,0,1,670,0,0,0,0,1,1,Body Snatchers,,,203,11/26/08,"$49,554,002","$130,000,000", Australia,"$215,080,810"
204,Bogus (1996),0,0,0,1,0,0,6-Sep-96,0,1,1,0,832,0,0,0,0,0,0,Bogus,,,204,7/19/13,"$33,618,855","$130,000,000", R.I.P.D.,"$79,072,464"
205,"Bonheur, Le (1965)",0,0,0,0,0,0,16-May-97,0,1,0,0,1382,0,0,0,0,0,0,"Bonheur, Le",,,205,11/18/11,"$281,287,133","$127,500,000"," The Twilight Saga: Breaking Dawn, Part 1","$689,420,051"
206,Bonnie and Clyde (1967),0,0,0,0,0,1,1-Jan-67,0,1,0,0,504,0,0,0,0,0,0,Bonnie and Clyde,,,206,5/19/00,"$137,748,063","$127,500,000", Dinosaur,"$356,148,063"
207,Boogie Nights (1997),0,0,0,0,0,0,1-Jan-97,0,1,0,0,340,0,0,0,0,0,0,Boogie Nights,,,207,12/19/14,"$113,746,621","$127,000,000", Night at the Museum: Secret of the Tomb,"$356,546,621"
208,Boomerang (1992),0,0,0,0,1,0,1-Jan-92,0,0,0,0,765,0,0,0,1,0,0,Boomerang,,,208,7/15/11,"$381,011,219","$125,000,000", Harry Potter and the Deathly Hallows: Part II,"$1,341,511,219"
209,"Boot, Das (1981)",1,0,0,0,0,0,4-Apr-97,0,1,0,0,515,0,0,0,0,0,0,"Boot, Das",,,209,11/21/14,"$337,135,885","$125,000,000", The Hunger Games: Mockingjay - Part 1,"$766,652,288"
210,Booty Call (1997),0,0,0,0,1,0,28-Feb-97,0,0,0,0,948,0,0,0,1,0,0,Booty Call,,,210,11/16/01,"$317,575,550","$125,000,000", Harry Potter and the Sorcerer‰Ûªs Stone,"$974,755,371"
211,Bottle Rocket (1996),0,0,0,0,1,0,21-Feb-96,0,0,0,0,1067,0,0,0,0,0,0,Bottle Rocket,,,211,7/9/03,"$305,411,224","$125,000,000", Pirates of the Caribbean: The Curse of the Black Pearl,"$634,954,103"
212,Bound (1996),0,0,0,0,0,1,4-Oct-96,0,1,0,0,129,0,0,0,1,0,1,Bound,,,212,11/19/10,"$295,983,305","$125,000,000", Harry Potter and the Deathly Hallows: Part I,"$960,283,305"
213,Boxing Helena (1993),0,0,0,0,0,0,1-Jan-93,0,0,0,0,574,0,1,0,1,0,1,Boxing Helena,,,213,5/19/06,"$217,536,138","$125,000,000", The Da Vinci Code,"$767,820,459"
214,Boy's Life 2 (1997),0,0,0,0,0,0,7-Mar-97,0,1,0,0,1405,0,0,0,0,0,0,Boy's Life 2,,,214,5/2/03,"$214,949,694","$125,000,000", X2,"$407,711,549"
215,Boys (1996),0,0,0,0,0,0,10-May-96,0,1,0,0,1326,0,0,0,0,0,0,Boys,,,215,4/29/11,"$209,837,675","$125,000,000", Fast Five,"$629,969,804"
216,Boys Life (1995),0,0,0,0,0,0,1-Jan-95,0,1,0,0,799,0,0,0,0,0,0,Boys Life,,,216,8/8/14,"$191,204,754","$125,000,000", Teenage Mutant Ninja Turtles,"$485,004,754"
217,Boys in Venice (1996),0,0,0,0,0,0,24-Sep-96,0,1,0,0,1359,0,0,0,0,0,0,Boys in Venice,,,217,12/16/11,"$186,848,418","$125,000,000", Sherlock Holmes: A Game of Shadows,"$535,663,443"
218,"Boys of St. Vincent, The (1993)",0,0,0,0,0,0,1-Jan-93,0,1,0,0,1192,0,0,0,0,0,0,"Boys of St. Vincent, The",,,218,5/28/04,"$186,740,799","$125,000,000", The Day After Tomorrow,"$556,319,450"
219,Boys on the Side (1995),0,0,0,0,1,0,1-Jan-95,0,1,0,0,723,0,0,0,0,0,0,Boys on the Side,,,219,4/1/10,"$163,214,888","$125,000,000", Clash of the Titans,"$493,214,888"
220,"Boys, Les (1997)",0,0,0,0,1,0,1-Jan-97,0,0,0,0,1463,0,0,0,0,0,0,"Boys, Les",,,220,5/19/98,"$136,314,294","$125,000,000", Godzilla,"$376,000,000"
221,"Brady Bunch Movie, The (1995)",0,0,0,0,1,0,1-Jan-95,0,0,0,0,401,0,0,0,0,0,0,"Brady Bunch Movie, The",,,221,6/8/12,"$126,477,084","$125,000,000", Prometheus,"$399,005,706"
222,Braindead (1992),0,0,0,0,1,0,1-Jan-92,0,0,0,1,853,0,0,0,0,0,0,Braindead,,,222,8/10/12,"$113,203,870","$125,000,000", The Bourne Legacy,"$280,355,920"
223,Bram Stoker's Dracula (1992),0,0,0,0,0,0,1-Jan-92,0,0,0,1,217,0,0,0,1,0,0,Bram Stoker's Dracula,,,223,6/20/97,"$107,325,195","$125,000,000", Batman & Robin,"$238,317,814"
224,Brassed Off (1996),0,0,0,0,1,0,13-Jun-97,0,1,0,0,936,0,0,0,1,0,0,Brassed Off,,,224,8/3/12,"$58,877,969","$125,000,000", Total Recall,"$211,856,088"
225,Braveheart (1995),1,0,0,0,0,0,16-Feb-96,0,1,0,0,22,0,0,0,0,0,0,Braveheart,,,225,8/27/99,"$32,698,899","$125,000,000", The 13th Warrior,"$61,698,899"
226,Brazil (1985),0,0,0,0,0,0,1-Jan-85,0,0,0,0,175,0,0,0,0,1,0,Brazil,,,226,11/17/00,"$260,044,825","$123,000,000", How the Grinch Stole Christmas,"$345,141,403"
227,Bread and Chocolate (Pane e cioccolata) (1973),0,0,0,0,0,0,1-Jan-73,0,1,0,0,1266,0,0,0,0,0,0,Bread and Chocolate (Pane e cioccolata),,,227,5/24/00,"$215,409,889","$120,000,000", Mission: Impossible 2,"$549,588,516"
228,Breakdown (1997),1,0,0,0,0,0,2-May-97,0,0,0,0,295,0,0,0,0,0,1,Breakdown,,,228,6/30/00,"$182,618,434","$120,000,000", The Perfect Storm,"$328,711,434"
229,Breakfast at Tiffany's (1961),0,0,0,0,0,0,1-Jan-61,0,1,0,0,131,0,0,0,1,0,0,Breakfast at Tiffany's,,,229,6/15/07,"$131,921,738","$120,000,000", Fantastic Four: Rise of the Silver Surfer,"$288,215,319"
230,Breaking the Waves (1996),0,0,0,0,0,0,15-Nov-96,0,1,0,0,221,0,0,0,0,0,0,Breaking the Waves,,,230,11/21/12,"$124,987,022","$120,000,000", Life of Pi,"$607,987,022"
231,Bride of Frankenstein (1935),0,0,0,0,0,0,1-Jan-35,0,0,0,1,671,0,0,0,0,0,0,Bride of Frankenstein,,,231,2/16/07,"$115,802,596","$120,000,000", Ghost Rider,"$229,545,589"
232,"Bridge on the River Kwai, The (1957)",0,0,0,0,0,0,1-Jan-57,0,1,0,0,199,0,0,0,0,0,0,"Bridge on the River Kwai, The",,,232,6/27/03,"$100,814,328","$120,000,000", Charlie's Angels: Full Throttle,"$227,200,000"
233,"Bridges of Madison County, The (1995)",0,0,0,0,0,0,9-Feb-96,0,1,0,0,371,0,0,0,1,0,0,"Bridges of Madison County, The",,,233,8/9/13,"$93,050,117","$120,000,000", Elysium,"$286,192,091"
234,Bringing Up Baby (1938),0,0,0,0,1,0,1-Jan-38,0,0,0,0,497,0,0,0,0,0,0,Bringing Up Baby,,,234,4/19/13,"$89,107,235","$120,000,000", Oblivion,"$287,916,633"
235,Broken Arrow (1996),1,0,0,0,0,0,9-Feb-96,0,0,0,0,546,0,0,0,0,0,1,Broken Arrow,,,235,7/19/02,"$64,956,806","$120,000,000", Stuart Little 2,"$166,000,000"
236,Broken English (1996),0,0,0,0,0,0,2-May-97,0,1,0,0,1255,0,0,0,0,0,0,Broken English,,,236,2/12/14,"$58,607,007","$120,000,000", RoboCop,"$242,981,799"
237,"Bronx Tale, A (1993)",0,0,0,0,0,0,1-Jan-93,0,1,0,0,467,0,0,0,0,0,0,"Bronx Tale, A",,,237,6/11/04,"$57,712,751","$120,000,000", The Chronicles of Riddick,"$107,212,751"
238,Brother Minister: The Assassination of Malcolm X (1994),0,0,0,0,0,0,1-Jan-94,1,0,0,0,75,0,0,0,0,0,0,Brother Minister: The Assassination of Malcolm X,,,238,8/7/15,"$56,117,548","$120,000,000", Fantastic Four,"$167,117,548"
239,"Brother's Kiss, A (1997)",0,0,0,0,0,0,25-Apr-97,0,1,0,0,1665,0,0,0,0,0,0,"Brother's Kiss, A",,,239,5/9/08,"$43,945,766","$120,000,000", Speed Racer,"$93,394,462"
240,"Brothers McMullen, The (1995)",0,0,0,0,1,0,1-Jan-95,0,0,0,0,26,0,0,0,0,0,0,"Brothers McMullen, The",,,240,7/22/05,"$35,818,913","$120,000,000", The Island,"$163,018,913"
241,Brothers in Trouble (1995),0,0,0,0,0,0,26-Apr-96,0,1,0,0,1636,0,0,0,0,0,0,Brothers in Trouble,,,241,12/17/10,"$30,212,620","$120,000,000", How Do You Know?,"$49,628,177"
242,"Browning Version, The (1994)",0,0,0,0,0,0,1-Jan-94,0,1,0,0,698,0,0,0,0,0,0,"Browning Version, The",,,242,11/4/16,$0,"$120,000,000", Trolls,$0
243,Buddy (1997),0,1,0,1,0,0,6-Jun-97,0,1,0,0,1608,0,0,0,0,0,0,Buddy,,,243,6/23/10,"$76,423,035","$117,000,000", Knight and Day,"$258,751,370"
244,Bulletproof (1996),1,0,0,0,0,0,6-Sep-96,0,0,0,0,833,0,0,0,0,0,0,Bulletproof,,,244,5/19/99,"$474,544,677","$115,000,000", Star Wars Ep. I: The Phantom Menace,"$1,027,044,677"
245,Bullets Over Broadway (1994),0,0,0,0,1,0,1-Jan-94,0,0,0,0,792,0,0,0,0,0,0,Bullets Over Broadway,,,245,5/19/05,"$380,270,577","$115,000,000", Star Wars Ep. III: Revenge of the Sith,"$848,998,877"
246,Burnt By the Sun (1994),0,0,0,0,0,0,1-Jan-94,0,1,0,0,753,0,0,0,0,0,0,Burnt By the Sun,,,246,5/16/02,"$310,676,740","$115,000,000", Star Wars Ep. II: Attack of the Clones,"$656,695,615"
247,Burnt Offerings (1976),0,0,0,0,0,0,1-Jan-76,0,0,0,1,446,0,0,0,0,0,0,Burnt Offerings,,,247,11/2/01,"$289,423,425","$115,000,000"," Monsters, Inc.","$559,757,719"
248,Bushwhacked (1995),0,0,0,0,1,0,1-Jan-95,0,0,0,0,1246,0,0,0,0,0,0,Bushwhacked,,,248,7/26/13,"$132,556,852","$115,000,000", The Wolverine,"$416,456,852"
249,Butch Cassidy and the Sundance Kid (1969),1,0,0,0,1,0,1-Jan-69,0,0,0,0,435,0,0,0,0,0,0,Butch Cassidy and the Sundance Kid,,,249,2/7/97,"$67,163,857","$115,000,000", Dante's Peak,"$178,200,000"
250,"Butcher Boy, The (1998)",0,0,0,0,0,0,1-Jan-98,0,1,0,0,1650,0,0,0,0,0,0,"Butcher Boy, The",,,250,4/22/16,"$48,003,015","$115,000,000", The Huntsman: Winter‰Ûªs War,"$164,602,163"
